doi,issued,fname1,lname1,orcid1,affiliation1,org1,city1,region1,country1,fname2,lname2,orcid2,affiliation2,org2,city2,region2,country2,unique_place_id,lat2,lng2
10.5194/bg-21-4637-2024,2024-10-28,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Corina P. D.,Brussaard,,,,,,,  ,,
10.5194/bg-21-4637-2024,2024-10-28,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Rob,Middag,/0000-0002-3326-530X,,,,,,  ,,
10.5194/egusphere-2024-1508-supplement,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Charlotte,Eich,,,,,,,  ,,
10.5194/egusphere-2024-1508-supplement,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Mathijs,van Manen,,,,,,,  ,,
10.5194/egusphere-2024-1508-supplement,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,J. Scott P.,McCain,,,,,,,  ,,
10.5194/egusphere-2024-1508-supplement,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Loay J.,Jabre,/0000-0003-3177-6824,,,,,,  ,,
10.5194/egusphere-2024-1508-supplement,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Willem H.,van de Poll,,,,,,,  ,,
10.5194/egusphere-2024-1508-supplement,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Jinyoung,Jung,/0000-0003-0284-1519,,,,,,  ,,
10.5194/egusphere-2024-1508-supplement,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Sven B. E. H.,Pont,,,,,,,  ,,
10.5194/egusphere-2024-1508-supplement,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Hung-An,Tian,/0000-0001-5778-5273,,,,,,  ,,
10.5194/egusphere-2024-1508-supplement,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Indah,Ardiningsih,,,,,,,  ,,
10.5194/egusphere-2024-1508-supplement,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Gert-Jan,Reichart,,,,,,,  ,,
10.5194/egusphere-2024-1508-supplement,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Erin M.,Bertrand,,,,,,,  ,,
10.5194/egusphere-2024-1508-supplement,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Corina P. D.,Brussaard,,,,,,,  ,,
10.5194/egusphere-2024-1508-supplement,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Rob,Middag,/0000-0002-3326-530X,,,,,,  ,,
10.5194/egusphere-2024-1508,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Charlotte,Eich,,,,,,,  ,,
10.5194/egusphere-2024-1508,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Mathijs,van Manen,,,,,,,  ,,
10.5194/egusphere-2024-1508,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,J. Scott P.,McCain,,,,,,,  ,,
10.5194/egusphere-2024-1508,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Loay J.,Jabre,/0000-0003-3177-6824,,,,,,  ,,
10.5194/egusphere-2024-1508,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Willem H.,van de Poll,,,,,,,  ,,
10.5194/egusphere-2024-1508,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Jinyoung,Jung,/0000-0003-0284-1519,,,,,,  ,,
10.5194/egusphere-2024-1508,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Sven B. E. H.,Pont,,,,,,,  ,,
10.5194/egusphere-2024-1508,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Hung-An,Tian,/0000-0001-5778-5273,,,,,,  ,,
10.5194/egusphere-2024-1508,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Indah,Ardiningsih,,,,,,,  ,,
10.5194/egusphere-2024-1508,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Gert-Jan,Reichart,,,,,,,  ,,
10.5194/egusphere-2024-1508,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Erin M.,Bertrand,,,,,,,  ,,
10.5194/egusphere-2024-1508,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Corina P. D.,Brussaard,,,,,,,  ,,
10.5194/egusphere-2024-1508,2024-05-24,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Rob,Middag,/0000-0002-3326-530X,,,,,,  ,,
10.1038/s41467-023-42949-1,2023-11-08,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Robert H.,Lampe,/0000-0002-0578-3935,,,,,,  ,,
10.1038/s41467-023-42949-1,2023-11-08,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Tyler H.,Coale,,,,,,,  ,,
10.1038/s41467-023-42949-1,2023-11-08,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Kiefer O.,Forsch,,,,,,,  ,,
10.1038/s41467-023-42949-1,2023-11-08,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Loay J.,Jabre,/0000-0003-3177-6824,,,,,,  ,,
10.1038/s41467-023-42949-1,2023-11-08,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Samuel,Kekuewa,/0000-0003-0395-2261,,,,,,  ,,
10.1038/s41467-023-42949-1,2023-11-08,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Erin M.,Bertrand,/0000-0002-5950-6810,,,,,,  ,,
10.1038/s41467-023-42949-1,2023-11-08,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Aleš,Horák,/0000-0002-3364-7383,,,,,,  ,,
10.1038/s41467-023-42949-1,2023-11-08,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Miroslav,Oborník,,,,,,,  ,,
10.1038/s41467-023-42949-1,2023-11-08,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Ariel J.,Rabines,,,,,,,  ,,
10.1038/s41467-023-42949-1,2023-11-08,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Elden,Rowland,,,,,,,  ,,
10.1038/s41467-023-42949-1,2023-11-08,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Hong,Zheng,,,,,,,  ,,
10.1038/s41467-023-42949-1,2023-11-08,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Andreas J.,Andersson,,,,,,,  ,,
10.1038/s41467-023-42949-1,2023-11-08,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Katherine A.,Barbeau,/0000-0002-2132-7219,,,,,,  ,,
10.1038/s41467-023-42949-1,2023-11-08,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Andrew E.,Allen,/0000-0001-5911-6081,,,,,,  ,,
10.1002/lno.12035,2022-02-16,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Hannah L.,Joy‐Warren,/0000-0003-4127-7367,Department of Earth System Science Stanford University  Stanford California USA,,,,,  ,,
10.1002/lno.12035,2022-02-16,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Anne‐Carlijn,Alderkamp,,Department of Earth System Science Stanford University  Stanford California USA,,,,,  ,,
10.1002/lno.12035,2022-02-16,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Gert L.,van Dijken,/0000-0002-9587-6317,Department of Earth System Science Stanford University  Stanford California USA,,,,,  ,,
10.1002/lno.12035,2022-02-16,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Loay,J. Jabre,/0000-0003-3177-6824,Department of Biology Dalhousie University  Halifax Nova Scotia Canada,,,,,  ,,
10.1002/lno.12035,2022-02-16,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Erin M.,Bertrand,/0000-0002-5950-6810,Department of Biology Dalhousie University  Halifax Nova Scotia Canada,,,,,  ,,
10.1002/lno.12035,2022-02-16,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Evan N.,Baldonado,/0000-0001-8302-5219,Department of Earth System Science Stanford University  Stanford California USA,,,,,  ,,
10.1002/lno.12035,2022-02-16,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Molly W.,Glickman,,Department of Earth System Science Stanford University  Stanford California USA,,,,,  ,,
10.1002/lno.12035,2022-02-16,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Kate M.,Lewis,/0000-0003-2909-2570,Department of Earth System Science Stanford University  Stanford California USA,,,,,  ,,
10.1002/lno.12035,2022-02-16,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Rob,Middag,/0000-0002-3326-530X,,,,,,  ,,
10.1002/lno.12035,2022-02-16,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Kyyas,Seyitmuhammedov,/0000-0003-2856-3190,Department of Chemistry University of Otago  Dunedin New Zealand,,,,,  ,,
10.1002/lno.12035,2022-02-16,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Kate E.,Lowry,/0000-0002-1604-5428,,,,,,  ,,
10.1002/lno.12035,2022-02-16,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Willem,van de Poll,/0000-0003-4095-4338,"Department of Ocean Ecosystems Energy and Sustainability Research Institute Groningen, University of Groningen  Groningen The Netherlands",,,,,  ,,
10.1002/lno.12035,2022-02-16,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Kevin R.,Arrigo,/0000-0002-7364-876X,Department of Earth System Science Stanford University  Stanford California USA,,,,,  ,,
10.1371/journal.pcbi.1009330,2021-09-30,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Catherine,Bannon,/0000-0002-8581-1069,,,,,,  ,,
10.1371/journal.pcbi.1009330,2021-09-30,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,J. Scott P.,McCain,/0000-0001-8437-1420,,,,,,  ,,
10.1371/journal.pcbi.1009330,2021-09-30,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Yana,Eglit,/0000-0002-2178-3062,,,,,,  ,,
10.1371/journal.pcbi.1009313,2021-09-16,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Suchinta,Arif,/0000-0001-8381-3071,,,,,,  ,,
10.1371/journal.pcbi.1009313,2021-09-16,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Melanie Duc Bo,Massey,,,,,,,  ,,
10.1371/journal.pcbi.1009313,2021-09-16,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Natalie,Klinard,/0000-0001-7809-9360,,,,,,  ,,
10.1371/journal.pcbi.1009313,2021-09-16,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Julie,Charbonneau,/0000-0001-9689-9126,,,,,,  ,,
10.1371/journal.pcbi.1009313,2021-09-16,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Ana Barbosa,Martins,/0000-0003-3691-9644,,,,,,  ,,
10.1371/journal.pcbi.1009313,2021-09-16,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Danielle,Gaitor,,,,,,,  ,,
10.1371/journal.pcbi.1009313,2021-09-16,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Rhiannon,Kirton,/0000-0002-1164-3314,,,,,,  ,,
10.1371/journal.pcbi.1009313,2021-09-16,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Catalina,Albury,/0000-0003-1061-9213,,,,,,  ,,
10.1371/journal.pcbi.1009313,2021-09-16,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Karma,Nanglu,,,,,,,  ,,
10.1073/pnas.2107238118,2021-07-23,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Loay J.,Jabre,/0000-0003-3177-6824,"Department of Biology, Life Sciences Center, Dalhousie University, Halifax, NS B3H 4R2, Canada;",,,,,  ,,
10.1073/pnas.2107238118,2021-07-23,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Andrew E.,Allen,/0000-0001-5911-6081,,,,,,  ,,
10.1073/pnas.2107238118,2021-07-23,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,J. Scott P.,McCain,,"Department of Biology, Life Sciences Center, Dalhousie University, Halifax, NS B3H 4R2, Canada;",,,,,  ,,
10.1073/pnas.2107238118,2021-07-23,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,John P.,McCrow,,"Microbial and Environmental Genomics, J. Craig Venter Institute, La Jolla, CA 92037;",,,,,  ,,
10.1073/pnas.2107238118,2021-07-23,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Nancy,Tenenbaum,,"Marine and Environmental Biology, University of Southern California, Los Angeles, CA 90089;",,,,,  ,,
10.1073/pnas.2107238118,2021-07-23,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Jenna L.,Spackeen,,"Virginia Institute of Marine Science, College of William &amp; Mary, Gloucester Point, VA 23062;",,,,,  ,,
10.1073/pnas.2107238118,2021-07-23,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Rachel E.,Sipler,,,,,,,  ,,
10.1073/pnas.2107238118,2021-07-23,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Beverley R.,Green,/0000-0002-4021-9387,"Department of Botany, University of British Columbia, Vancouver, BC V6T 1Z4, Canada",,,,,  ,,
10.1073/pnas.2107238118,2021-07-23,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Deborah A.,Bronk,,,,,,,  ,,
10.1073/pnas.2107238118,2021-07-23,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,David A.,Hutchins,/0000-0002-6637-756X,"Marine and Environmental Biology, University of Southern California, Los Angeles, CA 90089;",,,,,  ,,
10.1073/pnas.2107238118,2021-07-23,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Erin M.,Bertrand,/0000-0002-5950-6810,"Department of Biology, Life Sciences Center, Dalhousie University, Halifax, NS B3H 4R2, Canada;",,,,,  ,,
10.1002/lol2.10158,2020-05-23,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Erin M.,Bertrand,/0000-0002-5950-6810,Department of Biology Dalhousie University  Halifax Nova Scotia Canada,,,,,  ,,
10.1101/2020.07.01.177865,2020-07-02,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Andrew E.,Allen,/0000-0001-5911-6081,,,,,,  ,,
10.1101/2020.07.01.177865,2020-07-02,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,J. Scott P.,McCain,/0000-0001-8437-1420,,,,,,  ,,
10.1101/2020.07.01.177865,2020-07-02,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,John P.,McCrow,/0000-0002-7014-5040,,,,,,  ,,
10.1101/2020.07.01.177865,2020-07-02,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Nancy,Tenenbaum,,,,,,,  ,,
10.1101/2020.07.01.177865,2020-07-02,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Jenna L.,Spackeen,/0000-0003-0043-731X,,,,,,  ,,
10.1101/2020.07.01.177865,2020-07-02,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Rachel E.,Sipler,/0000-0003-1165-1725,,,,,,  ,,
10.1101/2020.07.01.177865,2020-07-02,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Beverley R.,Green,,,,,,,  ,,
10.1101/2020.07.01.177865,2020-07-02,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Deborah A.,Bronk,/0000-0002-6423-7061,,,,,,  ,,
10.1101/2020.07.01.177865,2020-07-02,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,David A.,Hutchins,/0000-0002-6637-756X,,,,,,  ,,
10.1101/2020.07.01.177865,2020-07-02,Loay,Jabre,0000-0003-3177-6824,Microbiology,Mount Allison University,Sackville,New Brunswick,CA,Erin M.,Bertrand,/0000-0002-5950-6810,,,,,,  ,,
10.1037/cep0000295,2023-03-01,Genevieve,Desmarais,0000-0002-2915-966X,Psychology,Mount Allison University,Sackville,NB,CA,Geneviève,Desmarais,/0000-0002-2915-966X,,,,,,  ,,
10.1037/cep0000295,2023-03-01,Genevieve,Desmarais,0000-0002-2915-966X,Psychology,Mount Allison University,Sackville,NB,CA,Laura,Schneeberger,/0000-0002-5069-6689,,,,,,  ,,
10.1037/cep0000295,2023-03-01,Genevieve,Desmarais,0000-0002-2915-966X,Psychology,Mount Allison University,Sackville,NB,CA,Hilary,Pearson,/0000-0003-3271-8992,,,,,,  ,,
10.1037/cep0000295,2023-03-01,Genevieve,Desmarais,0000-0002-2915-966X,Psychology,Mount Allison University,Sackville,NB,CA,Kiara,Bubar,,,,,,,  ,,
10.1037/cep0000295,2023-03-01,Genevieve,Desmarais,0000-0002-2915-966X,Psychology,Mount Allison University,Sackville,NB,CA,Jonathan,Wilbiks,/0000-0002-6882-5215,,,,,,  ,,
10.1037/cep0000208,2021-03-01,Genevieve,Desmarais,0000-0002-2915-966X,Psychology,Mount Allison University,Sackville,NB,CA,Geneviève,Desmarais,/0000-0002-2915-966X,,,,,,  ,,
10.1037/cep0000208,2021-03-01,Genevieve,Desmarais,0000-0002-2915-966X,Psychology,Mount Allison University,Sackville,NB,CA,Carly,Penrose,/0000-0003-3530-1201,,,,,,  ,,
10.1007/s11262-022-01893-w,2022-03-17,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Seyed Hossein,Zamzam,,,,,,,  ,,
10.1007/s11262-022-01893-w,2022-03-17,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Arash,Ghalyanchilangeroudi,/0000-0001-9044-1659,,,,,,  ,,
10.1007/s11262-022-01893-w,2022-03-17,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Ali Reza,Khosravi,,,,,,,  ,,
10.1007/s00705-021-05322-5,2022-01-04,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Hamzeh,Ghobadian Diali,,,,,,,  ,,
10.1007/s00705-021-05322-5,2022-01-04,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Hossein,Hosseini,,,,,,,  ,,
10.1007/s00705-021-05322-5,2022-01-04,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Mohammad Hossein,Fallah Mehrabadi,,,,,,,  ,,
10.1007/s00705-021-05322-5,2022-01-04,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Ramak,Yahyaraeyat,,,,,,,  ,,
10.1007/s00705-021-05322-5,2022-01-04,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Arash,Ghalyanchilangeroudi,/0000-0001-9044-1659,,,,,,  ,,
10.1155/2022/5886687,2022-01-01,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Mojtaba,Azimi-Resketi,/0000-0001-7946-7217,,,,,,  ,,
10.1155/2022/5886687,2022-01-01,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Saeed,Heydaryan,/0000-0003-0358-0605,,,,,,  ,,
10.1155/2022/5886687,2022-01-01,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Niloufar,Kumar,/0000-0002-6810-0054,,,,,,  ,,
10.1155/2022/5886687,2022-01-01,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Azin,Takalou,/0000-0003-4328-6785,,,,,,  ,,
10.1155/2022/5886687,2022-01-01,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Reza Esmaeelzadeh,Dizaji,/0000-0001-9044-1659,,,,,,  ,,
10.1155/2022/5886687,2022-01-01,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Bahman Noroozi,Gorgani,/0000-0002-2911-5405,,,,,,  ,,
10.1155/2022/5886687,2022-01-01,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Morteza,Shams,/0000-0001-7124-4908,,,,,,  ,,
10.4142/jvs.21254,2022-01-01,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Reza,Esmaeelzadeh-Dizaji,/0000-0001-9044-1659,"Department of Poultry Diseases, Faculty of Veterinary Medicine, University of Tehran, Tehran 1419963111, Iran.",,,,,  ,,
10.4142/jvs.21254,2022-01-01,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Aidin,Molouki,/0000-0002-3430-0955,"Department of Poultry Diseases, RAZI Vaccine and Serum Research Institute, Agricultural Research, Education and Extension Organization (AREEO), Karaj 3197619751, Iran.",,,,,  ,,
10.4142/jvs.21254,2022-01-01,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Hossein,Hosseini,/0000-0003-2696-621X,"Department of Clinical Sciences, Faculty of Veterinary Medicine, Islamic Azad University, Karaj Branch, Karaj 3149968111, Iran.",,,,,  ,,
10.4142/jvs.21254,2022-01-01,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Mohammad Hossein,Fallah-Mehrabadi,/0000-0002-1221-7771,"Department of Poultry Diseases, RAZI Vaccine and Serum Research Institute, Agricultural Research, Education and Extension Organization (AREEO), Karaj 3197619751, Iran.",,,,,  ,,
10.4142/jvs.21254,2022-01-01,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Zahra,Ziafati-Kafi,/0000-0002-8824-1276,"Department of Microbiology and Immunology, Faculty of Veterinary Medicine, University of Tehran, Tehran 1419963111, Iran.",,,,,  ,,
10.4142/jvs.21254,2022-01-01,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Azin,Takalou,/0000-0003-4328-6785,"Department of Microbiology, Faculty of Veterinary Sciences, Science and Research Branch, Islamic Azad University, Tehran 1477893855, Iran.",,,,,  ,,
10.4142/jvs.21254,2022-01-01,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Nava,Eram,/0000-0002-3276-1707,"Department of Poultry Diseases, Faculty of Veterinary Medicine, University of Tehran, Tehran 1419963111, Iran.",,,,,  ,,
10.4142/jvs.21254,2022-01-01,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Niloufar,Kumar,/0000-0002-6810-0054,"Department of Microbiology, Faculty of Veterinary Sciences, Science and Research Branch, Islamic Azad University, Tehran 1477893855, Iran.",,,,,  ,,
10.4142/jvs.21254,2022-01-01,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Alireza,Ashuri,/0000-0002-8982-3067,"Department of Poultry Diseases, Faculty of Veterinary Medicine, University of Tehran, Tehran 1419963111, Iran.",,,,,  ,,
10.4142/jvs.21254,2022-01-01,Reza,Esmaeelzadehdizaji,0000-0001-9044-1659,Scientific ,Mount Allison University,Sackville,New Brunswick,CA,Naser,Sadri,/0000-0002-5200-2820,"Department of Microbiology and Immunology, Faculty of Veterinary Medicine, University of Tehran, Tehran 1419963111, Iran.",,,,,  ,,
